source	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	translation
случка	slučka	slučka	случка	Nfsnn		126	13	11	obj		
											
и	i	i	и	C		127	1	2	cc		And we stopped at a place where the village Konjsko is.
застанавме	zastanavme	zastane	застане	Vmia1pe		127	2	0	root		
на	na	na	на	S		127	3	4	case		
едно	edno	eden	еден	Pi-nsn		127	4	5	det	indf	
место	mesto	mesto	место	Nnsnn		127	5	2	obl		
кај	kaј	kade	каде	Pq		127	6	8	mark		
шо	šo	što	што	Pq		127	7	8	mark		
е	e	e	е	Vmip3si		127	8	2	advcl		
село+	selo+	selo+	село+	Nnsnn		127	9	8	nsubj		
то	to	toј	тој	Pd-nsn		127	10	9	det	p_nom	
коњско	konjsko	Konjsko	Коњско	Nnsnn		127	11	9	flat		
											
овдека	ovdeka	ovdeka	овдека	R		128	1	6	advmod		Here from the island it goes here towards Stenje.
од	od	od	од	S		128	2	3	case		
остров+	ostrov+	ostrov+	остров+	Nmsnn		128	3	6	obl		
от	ot	toј	тој	Pd-msn		128	4	3	det	p_nom	
се	se	se	се	Px---a		128	5	6	expl		
идит	idit	ide	иде	Vmip3si		128	6	0	root		
навака	navaka	navaka	навака	R		128	7	6	advmod		
кон	kon	kon	кон	S		128	8	9	case		
стење	stenje	Stenje	Стење	Nmsnn		128	9	6	obl		
											
и	i	i	и	C		129	1	8	cc		And that part from Konjsko to Stenje has many beautiful beaches, it has.
тој	toј	toј	тој	Pd-msn		129	2	3	det		
дел	del	del	дел	Nmsnn		129	3	8	nsubj		
од	od	od	од	S		129	4	5	case		
коњско	konjsko	Konjsko	Коњско	Nnsnn		129	5	3	nmod		
до	do	do	до	S		129	6	7	case		
стење	stenje	Stenje	Стење	Nnsnn		129	7	5	nmod		
имат	imat	ima	има	Vmip3si		129	8	0	root		
многу	mnogu	mnogu	многу	R		129	9	10	amod		
убави	ubavi	ubav	убав	A-pn		129	10	11	amod		
плажи	plaži	plaža	плажа	Nfpnn		129	11	8	obj		
имат	imat	ima	има	Vmip3si		129	12	8	xcomp		
.	.	.	.	Z		129	13	12	punct		
											
и	i	i	и	C		130	1	2	cc		And the boat stopped, at that time, then, before how many years, before forty years.
застана	zastana	zastane	застане	Vmia3se		130	2	0	root		
брод+	brod+	brod+	брод+	Nmsnn		130	3	2	nsubj		
от	ot	toј	тој	Pd-msn		130	4	3	det	p_nom	
на	na	na	на	S		130	5	6	case		
време+	vreme+	vreme+	време+	Nnsnn		130	6	2	obl		
то	to	toј	тој	Pd-nsn		130	7	6	det	p_nom	
тоаш	toaš	togaš	тогаш	R		130	8	2	advmod		
пред	pred	pred	пред	S		130	9	10	case		
колку	kolku	kolku	колку	Pq		130	10	11	amod		
години	godini	godina	година	Nfpnn		130	11	2	obl		
пред	pred	pred	пред	S		130	12	13	case		
четиресет	četireset	četirieset	четириесет	M		130	13	14	nummod		
години	godini	godina	година	Nfpnn		130	14	11	nmod		
,	,	,	,	Z		130	15	2	punct		
											
имаше	imaše	ima	има	Vmii3si		131	1	0	root		There was a boat on the Lake Prespa and we went on excursion.
брод	brod	brod	брод	Nmsnn		131	2	1	obj		
на	na	na	на	S		131	3	4	case		
преспанско+	prespansko+	Prespansko+	Преспанско+	Ansn		131	4	6	amod		
во	vo	ovoј	овој	Pd-nsn		131	5	4	det	p_nom	
езеро	ezero	ezero	езеро	Nnsnn		131	6	2	nmod		
и	i	i	и	C		131	7	8	cc		
ојдовме	oјdovme	odi	оди	Vmia1pi		131	8	1	xcomp		
на	na	na	на	S		131	9	10	case		
ексурзија	eksurziјa	ekskurziјa	екскурзија	Nfsnn		131	10	8	obl		
											
и	i	i	и	C		132	1	8	cc		And then some who wanted to bathe in the lake,
после	posle	posle	после	R		132	2	8	advmod		
некој	nekoј	nekoј	некој	Pi--pn		132	3	5	nsubj		
шо	šo	što	што	Pq		132	4	5	mark		
сакаја	sakaјa	saka	сака	Vaii3pi		132	5	8	aux		
да	da	da	да	C		132	6	8	fixed	inf	
се	se	se	се	Px---a		132	7	8	expl		
капат	kapat	kape	капе	Vmip3pi		132	8	0	root		
во	vo	vo	во	S		132	9	10	case		
езеро+	ezero+	ezero+	езеро+	Nmsnn		132	10	8	obl		
то	to	toј	тој	Pd-msn		132	11	10	det	p_nom	
,	,	,	,	Z		132	12	8	punct		
											
да	da	da	да	C		133	1	3	fixed	inf	To bathe.
се	se	se	се	Px---a		133	2	3	expl		
капат	kapat	kape	капе	Vmip3pi		133	3	0	root		
											
излегоа	izlegoa	izleze	излезе	Vaia3pe		134	1	4	aux		Came out to bathe.
да	da	da	да	C		134	2	4	fixed	inf	
се	se	se	се	Px---a		134	3	4	expl		
капат	kapat	kape	капе	Vmip3pi		134	4	0	root		
,	,	,	,	Z		134	5	4	punct		
											
деца	deca	dete	дете	Nnpny		135	1	5	nsubj		Many children had their bathing suits taken and bathed.
полно	polno	polno	полно	R		135	2	1	amod		
,	,	,	,	Z		135	3	1	punct		
си	si	si	си	Px---d		135	4	5	expl		
имаја	imaјa	ima	има	Vmii3pi		135	5	7	cop		
купачи	kupači	kupači	купачи	N-pnn		135	6	7	obj		
земено	zemeno	zeme	земе	Vmp--se	Ansn	135	7	0	root		
и	i	i	и	C		135	8	10	cc		
се	se	se	се	Px---a		135	9	10	expl		
капеја	kapeјa	kape	капе	Vmii3pi		135	10	7	xcomp		
.	.	.	.	Z		135	11	10	punct		
											
а	a	a	а	C		136	1	6	cc		But one school friend separeted from us, he was poor.
еден	eden	eden	еден	Pi-msn		136	2	3	det	indf	
школски	školski	školski	школски	Amsn		136	3	4	amod		
другар	drugar	drugar	другар	Nmsny		136	4	6	nsubj		
се	se	se	се	Px---a		136	5	6	expl		
оделе	odele	oddeli	оддели	Vmia3se		136	6	0	root		
од	od	od	од	P		136	7	8	case		
нас	nas	nie	ние	Pp1-pa		136	8	6	obl		
,	,	,	,	Z		136	9	6	punct		
тој	toј	toј	тој	Pp3msn		136	10	11	nsubj		
беше	beše	e	е	Vmii3si		136	11	12	cop		
сиромав	siromav	siromav	сиромав	Amsn		136	12	6	conj		
.	.	.	.	Z		136	13	12	punct		
											
и	i	i	и	C		137	1	5	cc		And because he was poor, probably didn't had bathing suit to bathe and he moved aside.
тој	toј	toј	тој	Pp3msn		137	2	4	nsubj		
дека	deka	deka	дека	C		137	3	5	mark		
беше	beše	e	е	Vmii3si		137	4	5	cop		
сиромав	siromav	siromav	сиромав	Amsn		137	5	7	advcl		
изгледа	izgleda	izgleda	изгледа	Qo		137	6	7	discourse		
немаше	nemaše	nema	нема	Vmii3si		137	7	0	root		
купачи	kupači	kupači	купачи	N-pnn		137	8	7	obj		
за	za	za	за	S		137	9	12	case		
да	da	da	да	C		137	10	12	fixed	inf	
се	se	se	се	Px---a		137	11	12	expl		
капит	kapit	kape	капе	Vmip3si		137	12	7	xcomp		
и	i	i	и	C		137	13	15	cc		
се	se	se	се	Px---a		137	14	15	expl		
тргнал	trgnal	trgne	тргне	Vmp--se	Amsn	137	15	12	xcomp		
настрана	nastrana	nastrana	настрана	R		137	16	15	advmod		
.	.	.	.	Z		137	17	15	punct		
											
и	i	i	и	C		138	1	3	cc		And he didn't have bathing suit, he moved aside, he was ashamed of the others and he drowned.
тој	toј	toј	тој	Pp3msn		138	2	3	nsubj		
немаше	nemaše	nema	нема	Vmii3si		138	3	0	root		
купачи	kupači	kupači	купачи	N-pnn		138	4	3	obj		
,	,	,	,	Z		138	5	3	punct		
се	se	se	се	Px---a		138	6	7	expl		
тргна	trgna	trgne	тргне	Vmia3se		138	7	3	xcomp		
настрана	nastrana	nastrana	настрана	R		138	8	7	advmod		
му	mu	toј	тој	Pp3msd		138	9	10	obl	iobj	
беше	beše	e	е	Vmii3si		138	10	11	cop		
срам	sram	sram	срам	Nmsnn		138	11	7	xcomp		
од	od	od	од	S		138	12	13	case		
други+	drugi+	drug+	друг+	A-pn		138	13	11	obl		
те	te	toј	тој	Pd--pn		138	14	13	det	p_nom	
и	i	i	и	C		138	15	17	cc		
се	se	se	се	Px---a		138	16	17	expl		
удави	udavi	udavi	удави	Vmia3se		138	17	11	xcomp		
.	.	.	.	Z		138	18	17	punct		
											
се	se	se	се	Px---a		139	1	2	expl		He drowned in the water.
удави	udavi	udavi	удави	Vmia3se		139	2	0	root		
во	vo	vo	во	S		139	3	4	case		
вода+	voda+	voda+	вода+	Nfsnn		139	4	2	obl		
та	ta	toј	тој	Pd-fsn		139	5	4	det	p_nom	
тој	toј	toј	тој	Pp3msn		139	6	2	nsubj		
											
и	i	i	и	C		140	1	4	cc		And then they pulled him dead, he was drowned.
после	posle	posle	после	R		140	2	4	advmod		
го	go	toј	тој	Pp3msa		140	3	4	obj		
извадија	izvadiјa	izvadi	извади	Vmia3pe		140	4	0	root		
мртов	mrtov	mrtov	мртов	Amsn		140	5	3	amod		
кај	kaј	kaј	кај	Pq		140	6	9	mark		
шо	šo	što	што	Pq		140	7	9	mark		
е	e	e	е	Vmip3si		140	8	9	cop		
удавен	udaven	udavi	удави	Amsn		140	9	4	advcl		
,	,	,	,	Z		140	10	9	punct		
											
да	da	da	да	C		141	1	3	mark		If he was with the other children, he wouldn't have drowned like that, someone would have saved him.
си	si	si	си	Px---d		141	2	3	expl		
беше	beše	e	е	Vmii3si		141	3	14	advcl		
со	so	so	со	S		141	4	5	case		
други+	drugi+	drug+	друг+	A-pn		141	5	7	amod		
те	te	toј	тој	Pd--pn		141	6	5	det	p_nom	
деца	deca	dete	дете	Nnpny		141	7	3	obl		
,	,	,	,	Z		141	8	3	punct		
немаше	nemaše	nema	нема	Vmii3si		141	9	14	aux		
тој	toј	toј	тој	Pp3msn		141	10	9	nsubj		
така	taka	taka	така	R		141	11	14	advmod		
да	da	da	да	C		141	12	14	fixed	inf	
се	se	se	се	Px---a		141	13	14	expl		
удавит	udavit	udavi	удави	Vmip3se		141	14	0	root		
,	,	,	,	Z		141	15	14	punct		
ќе	ќe	ќe	ќе	Vaip		141	16	18	aux	hab	
го	go	toј	тој	Pp3msa		141	17	18	obj		
спасеше	spaseše	spasi	спаси	Vmii3se		141	18	14	conj		
некој	nekoј	nekoј	некој	Pi-msn		141	19	18	nsubj		
.	.	.	.	Z		141	20	18	punct		
											
значи	znači	znači	значи	Qo		142	1	4	discourse		So he separeted because he was poor, he didn't have bathing suit, you understand me, no.
тој	toј	toј	тој	Pp3msn		142	2	4	nsubj		
се	se	se	се	Px---a		142	3	4	expl		
оделе	odele	oddeli	оддели	Vmia3se		142	4	0	root		
дека	deka	deka	дека	C		142	5	7	mark		
беше	beše	e	е	Vmii3si		142	6	7	cop		
сиромав	siromav	siromav	сиромав	Amsn		142	7	4	advcl		
,	,	,	,	Z		142	8	7	punct		
немаше	nemaše	nema	нема	Vmii3si		142	9	7	xcomp		
купачи	kupači	kupači	купачи	N-pnn		142	10	9	obj		
,	,	,	,	Z		142	11	9	punct		
ме	me	јas	јас	Pp1-sa		142	12	13	obj		
разбираш	razbiraš	razbira	разбира	Vmip2si		142	13	9	xcomp		
не	ne	ne	не	Qz		142	14	13	advmod		
.	.	.	.	Z		142	15	13	punct		
											
и	i	i	и	C		143	1	9	cc		And in his underwear, in underpants he bathed, the poor man.
по	po	po	по	S		143	2	3	case		
долни	dolni	dolen	долен	Amsny		143	3	4	amod		
веш	veš	veš	веш	Nmsnn		143	4	9	obl		
по	po	po	по	S		143	5	6	case		
гаќи	gaќi	gaќi	гаќи	N-pnn		143	6	4	nmod		
се	se	se	се	Px---a		143	7	8	expl		
имаше	imaše	ima	има	Vmii3si		143	8	9	cop		
капено	kapeno	kape	капе	Vmp--se	Ansn	143	9	0	root		
сирота	sirota	sirota	сирота	Nmsnn		143	10	8	nsubj		
.	.	.	.	Z		143	11	9	punct		
											
и	i	i	и	C		144	1	4	cc		And he sliped somewhere, in some depth, completely alone there.
зар	zar	zar	зар	Qq		144	2	4	discourse		
се	se	se	се	Px---a		144	3	4	expl		
пикна	pikna	pikne	пикне	Vmia3se		144	4	0	root		
некаде	nekade	nekade	некаде	R		144	5	4	advmod		
во	vo	vo	во	S		144	6	7	case		
некоја	nekoјa	nekoј	некој	Pi-fsn		144	7	8	amod		
длабочина	dlabočina	dlabočina	длабочина	Nfsnn		144	8	4	obl		
огул	ogul	ugul	угул	R		144	9	10	amod		
сам	sam	sam	сам	Amsn		144	10	4	conj		
таму	tamu	tamu	таму	R		144	11	10	advmod		
											
и	i	i	и	C		145	1	4	cc		And then we saw him drowned, there in the shallow.
после	posle	posle	после	R		145	2	4	advmod		
го	go	toј	тој	Pp3msa		145	3	4	obj		
видовме	vidovme	vidi	види	Vmii1pi		145	4	0	root		
удавен	udaven	udavi	удави	Amsn		145	5	3	amod		
тука	tuka	tuka	тука	R		145	6	4	advmod		
во	vo	vo	во	S		145	7	8	case		
плитко+	plitko+	plitko+	плитко+	R		145	8	4	obl		
то	to	toј	тој	Pd-nsn		145	9	8	det	p_nom	
.	.	.	.	Z		145	10	4	punct		
											
и	i	i	и	C		146	1	5	cc		And that image remained, very sad image, because he was poor, from a poor, very poor family.
та	ta	taa	таа	Pd3fsn		146	2	3	det		
слика	slika	slika	слика	Nfsnn		146	3	5	nsubj		
ми	mi	јas	јас	Pp1-sd		146	4	5	obj	iobj	
остана	ostana	ostane	остане	Vmia3se		146	5	0	root		
многу	mnogu	mnogu	многу	R		146	6	7	amod		
тажна	tažna	tažen	тажен	Afsn		146	7	8	amod		
слика	slika	slika	слика	Nfsnn		146	8	3	nmod		
,	,	,	,	Z		146	9	5	punct		
зошто	zošto	zašto	зашто	C		146	10	13	mark		
тој	toј	toј	тој	Pp3msn		146	11	12	nsubj		
беше	beše	e	е	Vmii3si		146	12	13	cop		
сиромав	siromav	siromav	сиромав	Amsn		146	13	5	advcl		
,	,	,	,	Z		146	14	13	punct		
од	od	od	од	S		146	15	16	case		
сиромашна	siromašna	siromašen	сиромашен	Afsn		146	16	13	nmod		
,	,	,	,	Z		146	17	16	punct		
многу	mnogu	mnogu	многу	R		146	18	19	amod		
сиромашна	siromašna	siromašen	сиромашен	Afsn		146	19	20	amod		
фамилија	familiјa	familiјa	фамилија	Nfsny		146	20	16	nmod		
,	,	,	,	Z		146	21	20	punct		
											
а	a	a	а	C		147	1	2	cc		And he was a good student.
беше	beše	e	е	Vmii3si		147	2	0	root		
добар	dobar	dobar	добар	Amsn		147	3	5	amod		
вака	vaka	vaka	вака	R		147	4	2	advmod		
ученик	učenik	učenik	ученик	Nmsny		147	5	2	nsubj		
											
и	i	i	и	C		148	1	5	cc		And afterwards the image was very sad.
после	posle	posle	после	R		148	2	5	advmod		
многу	mnogu	mnogu	многу	R		148	3	4	amod		
жална	žalna	žalen	жален	Afsn		148	4	6	amod		
беше	beše	e	е	Vmii3si		148	5	0	root		
слика+	slika+	slika+	слика+	Nfsnn		148	6	5	nsubj		
та	ta	toј	тој	Pd-fsn		148	7	6	det	p_nom	
,	,	,	,	Z		148	8	5	punct		
											
после	posle	posle	после	R		149	1	3	advmod		Afterwards they took him, they put him on the boat.
го	go	toј	тој	Pp3msa		149	2	3	obj		
зедоја	zedoјa	zeme	земе	Vmia3pe		149	3	0	root		
го	go	toј	тој	Pp3msa		149	4	5	obj		
кладоја	kladoјa	klade	кладе	Vmia3pe		149	5	3	xcomp		
во	vo	vo	во	S		149	6	7	case		
брод+	brod+	brod+	брод+	Nmsnn		149	7	5	obl		
от	ot	toј	тој	Pd-msn		149	8	7	det	p_nom	
											
и	i	i	и	C		150	1	6	cc		And we, all the children were very sad, we were very worried.
ние	nie	nie	ние	Pp1-pn		150	2	6	nsubj		
сиве	sive	siot	сиот	A-pn		150	3	2	appos		
деца+	deca+	dete+	дете+	Nnpny		150	4	2	appos		
ва	va	ovie	овие	Pd--pn		150	5	4	det	p_nom	
бевме	bevme	e	е	Vmii1pi		150	6	8	cop		
многу	mnogu	mnogu	многу	R		150	7	8	amod		
нажалени	nažaleni	nažalen	нажален	A-pn		150	8	0	root		
,	,	,	,	Z		150	9	8	punct		
многу	mnogu	mnogu	многу	R		150	10	11	advmod		
бевме	bevme	e	е	Vmii1pi		150	11	12	cop		
насекирани	nasekirani	nasekiran	насекиран	A-pn		150	12	8	xcomp		
											
и	i	i	и	C		151	1	4	cc		And then like that his parents heard that he drowned.
после	posle	posle	после	R		151	2	4	advmod		
така	taka	taka	така	R		151	3	4	advmod		
слушнаја	slušnaјa	slušne	слушне	Vmia3pe		151	4	0	root		
и	i	i	и	C		151	5	6	cc		
негој+	negoј+	negov+	негов+	A-pn		151	6	4	obl		
те	te	toj	toj	Pd--pn		151	7	6	det	p_nom	
дека	deka	deka	дека	C		151	8	10	mark		
се	se	se	се	Px---a		151	9	10	expl		
удавил	udavil	udavi	удави	Vmp--se	Amsn	151	10	4	advcl		
,	,	,	,	Z		151	11	10	punct		
											
тие	tie	tie	тие	Pp3-pn		152	1	2	nsubj		They were many children, five, six children were, four, five brothers and two sisters.
беа	bea	e	е	Vmii3pi		152	2	4	cop		
поќе	poќe	poveќe	повеќе	R		152	3	4	amod		
деца	deca	dete	дете	Nnpny		152	4	0	root		
,	,	,	,	Z		152	5	4	punct		
пет	pet	pet	пет	M		152	6	9	nummod		
,	,	,	,	Z		152	7	6	punct		
шест	šest	šest	шест	M		152	8	6	conj		
деца	deca	dete	дете	Nnpny		152	9	4	xcomp		
беа	bea	e	е	Vmii3pi		152	10	9	cop		
,	,	,	,	Z		152	11	9	punct		
четири	četiri	četiri	четири	M		152	12	15	nummod		
,	,	,	,	Z		152	13	12	punct		
пет	pet	pet	пет	M		152	14	12	conj		
браќа	braќa	brat	брат	Nmpny		152	15	9	conj		
и	i	i	и	C		152	16	18	cc		
две	dve	dva	два	M		152	17	18	nummod		
сестри	sestri	sestra	сестра	Nfpny		152	18	15	conj		
.	.	.	.	Z		152	19	18	punct		
											
и	i	i	и	C		153	1	3	cc		And then they found out.
после	posle	posle	после	R		153	2	3	advmod		
разбраја	razbraјa	razbere	разбере	Vmia3pe		153	3	0	root		
											
и	i	i	и	C		154	1	5	cc		And then it left me an image when the bus arrived.
после	posle	posle	после	R		154	2	5	advmod		
слика	slika	slika	слика	Nfsnn		154	3	5	nsubj		
ми	mi	јas	јас	Pp1-sd		154	4	5	obl	iobj	
остави	ostavi	ostavi	остави	Vmia3se		154	5	0	root		
кај	kaј	kaј	кај	Pq		154	6	10	mark		
шо	šo	što	што	Pq		154	7	10	mark		
автобус+	avtobus+	avtobus+	автобус+	Nmsnn		154	8	10	csubj		
от	ot	toј	тој	Pd-msn		154	9	8	det	p_nom	
стигна	stigna	stigne	стигне	Vmia3se		154	10	5	advcl		
											
ние	nie	nie	ние	Pp1-pn		155	1	4	nsubj		We, the children, arrived with a bus here, in Resen.
деца+	deca+	dete+	дете+	Nnpny		155	2	1	appos		
ва	va	ovoј	овој	Pd--pn		155	3	2	det	p_nom	
стигнавме	stignavme	stigne	стигне	Vmia1se		155	4	0	root		
со	so	so	со	S		155	5	6	case		
автобус	avtobus	avtobus	автобус	Nmsnn		155	6	4	obl		
овде	ovde	ovde	овде	R		155	7	4	advmod		
во	vo	vo	во	S		155	8	9	case		
ресен	resen	Resen	Ресен	Nmsnn		155	9	4	obl		
											
и	i	i	и	C		156	1	8	cc		And then one of his brothers was running after the bus.
после	posle	posle	после	R		156	2	8	advmod		
едно	edno	eden	еден	Pi-nsn		156	3	8	nsubj		
од	od	od	од	S		156	4	5	case		
братчина+	bratčina+	brat+	брат+	Nmpny		156	5	3	nmod	dim	
та	ta	toј	тој	Pd--pn		156	6	5	det	p_nom	
негови	negovi	negov	негов	A-pn		156	7	5	amod	poss	
трчаше	trčaše	trča	трча	Vmii3si		156	8	0	root		
по	po	po	по	S		156	9	10	case		
автобус+	avtobus+	avtobus+	автобус+	Nmsnn		156	10	8	obl		
от	ot	toј	тој	Pd-msn		156	11	10	det	p_nom	
,	,	,	,	Z		156	12	8	punct		
											
значи	znači	znači	значи	Qo		157	1	3	discourse		So to see, to hear if it's true that that happened.
да	da	da	да	C		157	2	3	fixed	inf	
видит	vidit	vidi	види	Vmip3se		157	3	0	root		
да	da	da	да	C		157	4	5	fixed	inf	
слушнит	slušnit	slušne	слушне	Vmip3se		157	5	3	xcomp		
дали	dali	dali	дали	Qq		157	6	8	advmod		
е	e	e	е	Vmip3si		157	7	8	cop		
вистина	vistina	vistina	вистина	Nfsnn		157	8	5	xcomp		
дека	deka	deka	дека	C		157	9	12	mark		
тоа	toa	toa	тоа	Pp3nsn		157	10	12	nsubj		
се	se	se	се	Px---a		157	11	12	expl		
случи	sluči	sluči	случи	Vmia3se		157	12	8	advcl		
											
и	i	i	и	C		158	1	6	cc		And so that incident left a very sad impression on me.
така	taka	taka	така	R		158	2	6	advmod		
таа	taa	taa	таа	Pd-fsn		158	3	4	det		
случка	slučka	slučka	случка	Nfsnn		158	4	6	nsbuj		
ми	mi	јas	јас	Pp1-sd		158	5	6	obl	iobj	
оставе	ostave	ostavi	остави	Vmia3se		158	6	0	root		
голем	golem	golem	голем	Amsn		158	7	10	amod		
така	taka	taka	така	R		158	8	6	advmod		
тажен	tažen	tažen	тажен	Amsn		158	9	10	amod		
впечаток	vpečatok	vpečatok	впечаток	Nmsnn		158	10	6	obj		
,	,	,	,	Z		158	11	6	punct		
											
ми	mi	јas	јас	Pp1-sd		159	1	3	obl	iobj	I was sad because he separated from us.
беше	beše	e	е	Vmii3si		159	2	3	cop		
жал	žal	žal	жал	Nfsnn		159	3	0	root		
дека	deka	deka	дека	C		159	4	7	mark		
тој	toј	toј	тој	Pp3msn		159	5	7	nsubj		
се	se	se	се	Px---a		159	6	7	expl		
оделе	odele	oddeli	оддели	Vmia3se		159	7	3	advcl		
од	od	od	од	S		159	8	9	case		
нас	nas	nie	ние	Pp1-pa		159	9	7	obl		
,	,	,	,	Z		159	10	7	punct		
											
му	mu	toј	тој	Pp3msd		160	1	3	obl	iobj	He was shy to bathe with the other children, you understand me?
беше	beše	e	е	Vmii3si		160	2	3	cop		
срам	sram	sram	срам	Nmsnn		160	3	0	root		
да	da	da	да	C		160	4	6	fixed	inf	
се	se	se	се	Px---a		160	5	6	expl		
капит	kapit	kapa	капа	Vmip3si		160	6	3	xcomp		
со	so	so	со	S		160	7	8	case		
други+	drugi+	drug+	друг+	A-pn		160	8	10	amod		
те	te	toј	тој	Pd--pn		160	9	8	det	p_nom	
деца	deca	dete	дете	Nnpny		160	10	6	obl		
,	,	,	,	Z		160	11	6	punct		
ме	me	јas	јас	Pp1-sa		160	12	13	obj		
разбираш	razbiraš	razbira	разбира	Vmip2si		160	13	6	xcomp		
?	?	?	?	Z		160	14	13	punct		
											
и	i	i	и	C		161	1	4	cc		And that left great, like some deep sorrow in me.
то	to	toa	тоа	Pp3nsn		161	2	4	nsubj		
ми	mi	јas	јас	Pp1-sd		161	3	4	obl	iobj	
оставе	ostave	ostavi	остави	Vmia3se		161	4	0	root		
голема	golema	golem	голем	Afsn		161	5	9	amod		
така	taka	taka	така	R		161	6	4	advmod		
некоја	nekoјa	nekoј	некој	Pi-fsn		161	7	9	amod		
длабока	dlaboka	dlabok	длабок	Afsn		161	8	9	amod		
жалос	žalos	žalost	жалост	Nfsnn		161	9	4	obj		
во	vo	vo	во	S		161	10	11	case		
мене	mene	јas	јас	Pp1-sa		161	11	4	obl		
,	,	,	,	Z		161	12	4	punct		
											
како	kako	kako	како	S		162	1	2	case		As poor, he separeted from the children and drowned.
сиромав	siromav	siromav	сиромав	Amsn		162	2	4	nsubj		
се	se	se	се	Px---a		162	3	4	expl		
оделе	odele	oddeli	оддели	Vmia3se		162	4	0	root		
од	od	od	од	S		162	5	6	case		
деца+	deca+	dete+	дете+	Nnpny		162	6	4	obl		
та	ta	toј	тој	Pd--pn		162	7	6	det	p_nom	
и	i	i	и	C		162	8	10	cc		
се	se	se	се	Px---a		162	9	10	expl		
удаве	udave	udavi	удави	Vmia3se		162	10	4	xcomp		
											
тој	toј	toј	тој	Pp3msn		163	1	2	nsubj		He was helpless.
беспомошен	bespomošen	bespomošen	беспомошен	Amsn		163	2	0	root		
беше	beše	e	е	Vmii3si		163	3	2	cop		
,	,	,	,	Z		163	4	2	punct		
											
да	da	da	да	C		164	1	2	mark		If he was with everyone together, where everyone bathed, someone from the teachers would have seen him, someone, anyone, they would have saved him.
беше	beše	e	е	Vmii3si		164	2	18	advcl		
со	so	so	со	S		164	3	4	case		
сите	site	siot	сиот	Pi--pn		164	4	2	obl		
заедно	zaedno	zaedno	заедно	R		164	5	2	advmod		
кај	kaј	kaј	кај	Pq		164	6	9	mark		
шо	šo	što	што	Pr		164	7	9	mark		
се	se	se	се	Px---a		164	8	9	expl		
капеа	kapea	kape	капе	Vmii3pi		164	9	2	advcl		
сите	site	siot	сиот	Pi--pn		164	10	9	nsubj		
,	,	,	,	Z		164	11	9	punct		
некој	nekoј	nekoј	некој	Pi-msn		164	12	18	nsubj		
од	od	od	од	S		164	13	14	case		
учители+	učiteli+	učitel+	учител+	Nmpny		164	14	12	nmod		
те	te	toј	тој	Pd--pn		164	15	14	det	p_nom	
ќе	ќe	ќe	ќе	Vaip		164	16	18	aux	hab	
го	go	toј	тој	Pp3msa		164	17	18	obj		
видеше	videše	vide	виде	Vmii3se		164	18	0	root		
,	,	,	,	Z		164	19	18	punct		
никој	nikoј	nikoј	никој	Pi-msn		164	20	12	appos		
било	bilo	bilo	било	Q		164	21	22	amod		
кој	koј	koј	кој	Pr		164	22	20	nmod		
ќе	ќe	ќe	ќе	Vaip		164	23	25	aux	hab	
го	go	toј	тој	Pp3msa		164	24	25	obj		
спасеа	spasea	spasi	спаси	Vmii3se		164	25	18	xcomp		
.	.	.	.	Z		164	26	25	punct		
											
значи	znači	znači	значи	Qo		165	1	5	discourse		So, that incident stayed with me.
таа	taa	taa	таа	Pd-fsn		165	2	3	det		
случка	slučka	slučka	случка	Nfsnn		165	3	5	nsubj		
ми	mi	јas	јас	Pp1-sd		165	4	5	obl	iobj	
остана	ostana	ostane	остане	Vmia3se		165	5	0	root		
											
бев	bev	e	е	Vmii1si		166	1	4	cop		I was around second year of high school.
некаде	nekade	nekade	некаде	R		166	2	1	advmod		
втора	vtora	vtor	втор	Afsn		166	3	4	nummod		
година	godina	godina	година	Nfsnn		166	4	0	root		
во	vo	vo	во	S		166	5	6	case		
гимназија	gimnaziјa	gimnaziјa	гимназија	Nfsnn		166	6	4	nmod		
.	.	.	.	Z		166	7	4	punct		
											
да	da	da	да	Q		167	1	3	discourse		Yes, sad image indeed.
тажна	tažna	tažen	тажен	Afsn		167	2	3	amod		
слика	slika	slika	слика	Nfsnn		167	3	0	root		
навистина	navistina	navistina	навистина	Qo		167	4	3	amod		
,	,	,	,	Z		167	5	3	punct		
											
многу	mnogu	mnogu	многу	R		168	1	2	advmod		Many times I remember that image of that child when he died.
пати	pati	pat	пат	Nmpnn		168	2	4	advmod		
се	se	se	се	Px---a		168	3	4	expl		
сеќавам	seќavam	seќava	сеќава	Vmip1si		168	4	0	root		
на	na	na	на	S		168	5	7	case		
таа	taa	taa	таа	Pd-fsn		168	6	7	det		
слика	slika	slika	слика	Nfsnn		168	7	4	obl		
за	za	za	за	S		168	8	10	case		
то	to	toa	тоа	Pd-nsn		168	9	10	det		
дете	dete	dete	дете	Nnsny		168	10	12	nsubj		
ко	ko	koga	кога	C		168	11	12	mark		
загина	zagina	zagine	загине	Vmia3se		168	12	4	advcl		
.	.	.	.	Z		168	13	12	punct		
											
да	da	da	да	Q		169	1	2	discourse		Yes, we were buddies, friends, everyone hung out.
другари	drugari	drugar	другар	Nmpny		169	2	0	root		
бевме	bevme	e	е	Vmii1pi		169	3	2	cop		
пријатели	priјateli	priјatel	пријател	Nmpny		169	4	2	appos		
